uid,lat,long,base,duration,outcome,category,color
Pres296161,53.77,-3.03,Prestwick,1,Stood Down,Rescue/ Recovery,"rgb(130,130,130)"
Pres297161,55.43,-4.71,Prestwick,28,Stood Down,Search (Only),"rgb(130,130,130)"
Pres298161,56.52,-5.92,Prestwick,180,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres299161,55.39,-5.1,Prestwick,69,Stood Down,Rescue/ Recovery,"rgb(130,130,130)"
Pres300161,54.83,-5.11,Prestwick,117,Complete (Nothing Found),Search (Only),"rgb(130,130,130)"
Pres301161,57.15,-2.13,Prestwick,451,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres302161,56.35,-2.79,Prestwick,112,Stood Down,Search (Only),"rgb(130,130,130)"
Pres303161,56.08,-4.65,Prestwick,107,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres304161,54.48,-2.97,Prestwick,150,Stood Down,Support,"rgb(130,130,130)"
Pres305161,56.47,-6.9,Prestwick,189,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres306161,58.46,-3.09,Prestwick,244,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres307161,52.65,-1.18,Prestwick,336,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres308161,56.25,-3.29,Prestwick,236,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres309161,55.83,-5.94,Prestwick,125,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres310161,54.83,-5.95,Prestwick,120,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres311161,56.38,-4.54,Prestwick,107,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres312161,54.66,-3.55,Prestwick,183,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres313161,56.36,-4.57,Prestwick,217,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres314161,55.78,-2.0,Prestwick,0,Stood Down,Rescue/ Recovery,"rgb(130,130,130)"
Pres315161,55.7,-4.84,Prestwick,138,Complete (Nothing Found),Search (Only),"rgb(130,130,130)"
Pres316161,54.98,-1.38,Prestwick,49,Stood Down,Search (Only),"rgb(130,130,130)"
Pres317161,55.3,-6.24,Prestwick,206,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres318161,55.83,-5.06,Prestwick,135,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres319161,54.53,-3.19,Prestwick,151,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres320161,55.75,-5.03,Prestwick,57,False Alarm,Search (Only),"rgb(130,130,130)"
Pres321161,56.44,-6.05,Prestwick,110,Complete,Search (Only),"rgb(130,130,130)"
Pres322161,55.86,-5.04,Prestwick,116,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres323161,56.36,-4.63,Prestwick,80,Stood Down,Rescue/ Recovery,"rgb(130,130,130)"
Pres324161,54.65,-3.04,Prestwick,290,Stood Down,Support,"rgb(130,130,130)"
Pres325161,55.81,-4.93,Prestwick,40,Hoax,Rescue/ Recovery,"rgb(130,130,130)"
Pres326161,56.04,-5.42,Prestwick,244,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres327161,55.47,-4.62,Prestwick,35,Complete (Nothing Found),Search (Only),"rgb(130,130,130)"
Pres328161,55.83,-5.06,Prestwick,120,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres329161,55.86,-4.27,Prestwick,95,Complete (Nothing Found),Search (Only),"rgb(130,130,130)"
Pres330161,57.25,-5.83,Prestwick,200,Complete,Support,"rgb(130,130,130)"
Pres331161,54.63,-5.93,Prestwick,111,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres332161,55.62,-5.2,Prestwick,43,Stood Down,Rescue/ Recovery,"rgb(130,130,130)"
Pres333161,55.82,-5.05,Prestwick,99,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres334161,56.52,-5.91,Prestwick,17,Aborted-Technical,Rescue/ Recovery,"rgb(130,130,130)"
Pres335161,56.52,-5.91,Prestwick,140,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres336161,54.17,-4.51,Prestwick,201,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres337161,56.23,-6.49,Prestwick,132,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres338161,55.85,-4.25,Prestwick,135,Complete (Nothing Found),Search (Only),"rgb(130,130,130)"
Pres339161,55.4,-4.76,Prestwick,66,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres340161,55.74,-4.94,Prestwick,84,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres341061,54.86,-3.76,Prestwick,129,Complete (Nothing Found),Search (Only),"rgb(130,130,130)"
Pres342161,55.83,-5.05,Prestwick,125,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres343161,56.46,-5.4,Prestwick,130,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres344161,54.77,-5.68,Prestwick,170,Complete (Nothing Found),Search (Only),"rgb(130,130,130)"
Pres345161,56.1,-3.87,Prestwick,144,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres346161,56.08,-5.47,Prestwick,137,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres347161,56.02,-5.43,Prestwick,402,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres348161,55.24,-6.37,Prestwick,145,Complete (Nothing Found),Search (Only),"rgb(130,130,130)"
Pres349161,56.15,-3.87,Prestwick,100,Stood Down,Rescue/ Recovery,"rgb(130,130,130)"
Pres350161,54.46,-3.02,Prestwick,64,Stood Down,Search (Only),"rgb(130,130,130)"
Pres351161,54.72,-3.49,Prestwick,136,Stood Down,Search (Only),"rgb(130,130,130)"
Pres352161,55.95,-4.42,Prestwick,71,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres353161,54.65,-3.55,Prestwick,117,Complete,Support,"rgb(130,130,130)"
Pres354161,55.49,-2.07,Prestwick,173,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres355161,55.25,-6.5,Prestwick,86,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres356161,56.65,-3.8,Prestwick,250,Complete (Nothing Found),Search (Only),"rgb(130,130,130)"
Pres357161,56.39,-3.42,Prestwick,257,Complete (Nothing Found),Search (Only),"rgb(130,130,130)"
Pres358161,56.39,-3.42,Prestwick,175,Complete (Nothing Found),Search (Only),"rgb(130,130,130)"
Pres359161,55.41,-5.55,Prestwick,92,Complete,Support,"rgb(130,130,130)"
Pres360161,55.83,-5.06,Prestwick,105,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres361161,56.52,-5.95,Prestwick,249,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres362161,56.18,-4.32,Prestwick,150,Complete,Support,"rgb(130,130,130)"
Pres363161,56.18,-4.64,Prestwick,90,Complete,Rescue/ Recovery,"rgb(130,130,130)"
StA200161,52.2,-1.2,St Athan,5,Stood Down,Search (Only),"rgb(228,159,115)"
StA201161,51.85,-5.13,St Athan,37,Re-tasked,Rescue/ Recovery,"rgb(228,159,115)"
StA202161,51.22,-3.51,St Athan,166,Complete,Rescue/ Recovery,"rgb(228,159,115)"
StA203161,50.85,-5.64,St Athan,252,Complete,Rescue/ Recovery,"rgb(228,159,115)"
StA204161,51.48,-2.72,St Athan,100,Complete (Nothing Found),Search (Only),"rgb(228,159,115)"
StA205161,51.17,-4.67,St Athan,167,Complete,Rescue/ Recovery,"rgb(228,159,115)"
StA206161,51.61,-4.91,St Athan,137,Complete,Rescue/ Recovery,"rgb(228,159,115)"
StA207161,51.62,-3.86,St Athan,63,Complete,Rescue/ Recovery,"rgb(228,159,115)"
StA208161,51.61,-3.85,St Athan,40,Complete,Support,"rgb(228,159,115)"
StA209161,49.72,-6.86,St Athan,72,Stood Down,Rescue/ Recovery,"rgb(228,159,115)"
StA210161,51.4,-3.34,St Athan,10,Stood Down,Support,"rgb(228,159,115)"
StA211161,51.59,-2.99,St Athan,31,Stood Down,Rescue/ Recovery,"rgb(228,159,115)"
StA212161,53.96,-3.67,St Athan,290,Complete,Rescue/ Recovery,"rgb(228,159,115)"
StA213161,50.72,-3.74,St Athan,204,Complete,Rescue/ Recovery,"rgb(228,159,115)"
StA214161,52.51,-3.82,St Athan,268,Complete,Rescue/ Recovery,"rgb(228,159,115)"
StA215161,50.71,-4.04,St Athan,7,Stood Down,Search (Only),"rgb(228,159,115)"
StA216161,50.7,-2.92,St Athan,33,Stood Down,Rescue/ Recovery,"rgb(228,159,115)"
StA217161,51.9,-3.84,St Athan,169,Complete,Rescue/ Recovery,"rgb(228,159,115)"
StA218161,51.87,-5.33,St Athan,50,Stood Down,Rescue/ Recovery,"rgb(228,159,115)"
StA219161,51.37,-3.38,St Athan,89,Stood Down,Search (Only),"rgb(228,159,115)"
StA220161,51.17,-3.53,St Athan,75,Complete,Rescue/ Recovery,"rgb(228,159,115)"
StA221161,51.81,-3.12,St Athan,260,Complete,Pre-arranged Transfer,"rgb(228,159,115)"
StA222161,51.03,-4.25,St Athan,207,Complete,Rescue/ Recovery,"rgb(228,159,115)"
StA223161,51.19,-3.04,St Athan,130,Complete (Nothing Found),Search (Only),"rgb(228,159,115)"
StA224161,51.52,-2.98,St Athan,10,Stood Down,Search (Only),"rgb(228,159,115)"
StA225161,50.41,-5.1,St Athan,8,Stood Down,Rescue/ Recovery,"rgb(228,159,115)"
StA226161,51.47,-3.7,St Athan,36,Complete (Nothing Found),Search (Only),"rgb(228,159,115)"
StA227161,51.19,-3.46,St Athan,116,Complete,Rescue/ Recovery,"rgb(228,159,115)"
StA228161,51.22,-3.45,St Athan,7,Stood Down,Rescue/ Recovery,"rgb(228,159,115)"
StA229161,51.45,-2.63,St Athan,78,Stood Down,Search (Only),"rgb(228,159,115)"
StA230161,51.71,-4.9,St Athan,289,Complete,Rescue/ Recovery,"rgb(228,159,115)"
StA231161,51.24,-3.81,St Athan,75,Complete,Rescue/ Recovery,"rgb(228,159,115)"
StA232161,51.74,-3.52,St Athan,101,Complete (Nothing Found),Search (Only),"rgb(228,159,115)"
StA233161,51.72,-3.57,St Athan,79,Complete (Nothing Found),Search (Only),"rgb(228,159,115)"
StA234161,51.28,-3.55,St Athan,6,Stood Down,Search (Only),"rgb(228,159,115)"
StA235161,51.23,-3.58,St Athan,98,Stood Down,Search (Only),"rgb(228,159,115)"
StA236161,52.41,-4.07,St Athan,272,Complete,Pre-arranged Transfer,"rgb(228,159,115)"
StA237161,51.44,-2.86,St Athan,29,Stood Down,Rescue/ Recovery,"rgb(228,159,115)"
StA238161,51.85,-2.99,St Athan,96,Complete (Nothing Found),Search (Only),"rgb(228,159,115)"
StA239161,51.73,-5.24,St Athan,99,Complete,Rescue/ Recovery,"rgb(228,159,115)"
StA240161,51.13,-3.64,St Athan,55,Stood Down,Rescue/ Recovery,"rgb(228,159,115)"
StA241161,51.5,-3.75,St Athan,278,Complete,Rescue/ Recovery,"rgb(228,159,115)"
StA242161,51.67,-4.2,St Athan,165,Complete,Rescue/ Recovery,"rgb(228,159,115)"
StA243161,51.17,-4.66,St Athan,109,Complete,Rescue/ Recovery,"rgb(228,159,115)"
Stor103161,57.04,-8.49,Stornoway,294,Complete,Rescue/ Recovery,"rgb(233,190,113)"
Stor104161,58.44,-3.09,Stornoway,290,Complete (Nothing Found),Search (Only),"rgb(233,190,113)"
Stor105161,58.75,-8.25,Stornoway,90,Complete,Rescue/ Recovery,"rgb(233,190,113)"
Stor106161,58.09,-6.48,Stornoway,121,Stood Down,Search (Only),"rgb(233,190,113)"
Stor107161,57.0,-6.29,Stornoway,135,Stood Down,Search (Only),"rgb(233,190,113)"
Stor108161,58.51,-1.85,Stornoway,393,Complete,Rescue/ Recovery,"rgb(233,190,113)"
Stor109161,58.29,-6.81,Stornoway,43,Complete,Rescue/ Recovery,"rgb(233,190,113)"
Stor110161,57.92,-5.76,Stornoway,155,Complete,Rescue/ Recovery,"rgb(233,190,113)"
Stor111161,57.24,-5.91,Stornoway,299,Complete,Pre-arranged Transfer,"rgb(233,190,113)"
Stor112161,57.28,-5.92,Stornoway,305,Complete,Rescue/ Recovery,"rgb(233,190,113)"
Stor113161,56.84,-6.24,Stornoway,217,Complete,Rescue/ Recovery,"rgb(233,190,113)"
Stor114161,57.0,-5.66,Stornoway,164,Complete,Rescue/ Recovery,"rgb(233,190,113)"
Stor115161,57.83,-6.68,Stornoway,51,Complete,Search (Only),"rgb(233,190,113)"
Stor116161,58.42,-5.0,Stornoway,115,Complete,Rescue/ Recovery,"rgb(233,190,113)"
Stor117161,58.45,-5.05,Stornoway,89,Complete,Rescue/ Recovery,"rgb(233,190,113)"
Stor118161,58.0,-7.1,Stornoway,24,Stood Down,Search (Only),"rgb(233,190,113)"
Sumb99161,60.62,1.65,Sumburgh,275,Complete,Rescue/ Recovery,"rgb(0,130,202)"
Sumb100161,61.1,1.09,Sumburgh,160,Complete,Rescue/ Recovery,"rgb(0,130,202)"
Sumb101161,59.52,-1.64,Sumburgh,90,Complete,Rescue/ Recovery,"rgb(0,130,202)"
Sumb102161,59.55,1.54,Sumburgh,255,Complete,Rescue/ Recovery,"rgb(0,130,202)"
Sumb103161,59.89,1.28,Sumburgh,300,Complete,Rescue/ Recovery,"rgb(0,130,202)"
Sumb104161,59.55,1.54,Sumburgh,170,Complete,Rescue/ Recovery,"rgb(0,130,202)"
Sumb105161,60.31,-4.27,Sumburgh,130,Complete,Rescue/ Recovery,"rgb(0,130,202)"
Sumb106161,59.25,-2.58,Sumburgh,125,Complete,Pre-arranged Transfer,"rgb(0,130,202)"
Sumb107161,60.06,-3.95,Sumburgh,390,Complete,Rescue/ Recovery,"rgb(0,130,202)"
Sumb108161,61.27,1.59,Sumburgh,155,Complete,Rescue/ Recovery,"rgb(0,130,202)"
Sumb109161,60.74,-2.5,Sumburgh,5,Stood Down,Rescue/ Recovery,"rgb(0,130,202)"
Sumb110161,61.05,1.7,Sumburgh,165,Complete,Rescue/ Recovery,"rgb(0,130,202)"
Sumb111161,60.74,-2.49,Sumburgh,120,Complete,Rescue/ Recovery,"rgb(0,130,202)"
Sumb112161,61.36,1.58,Sumburgh,165,Complete,Rescue/ Recovery,"rgb(0,130,202)"
Sumb113161,61.36,1.58,Sumburgh,150,Complete,Rescue/ Recovery,"rgb(0,130,202)"
Sumb114161,61.34,1.57,Sumburgh,155,Complete,Rescue/ Recovery,"rgb(0,130,202)"
Sumb115161,59.25,-2.58,Sumburgh,75,Complete,Rescue/ Recovery,"rgb(0,130,202)"
Sumb116161,60.82,-2.49,Sumburgh,100,Complete,Rescue/ Recovery,"rgb(0,130,202)"
Sumb117161,59.59,1.06,Sumburgh,140,Complete,Rescue/ Recovery,"rgb(0,130,202)"
Sumb118161,59.99,-1.25,Sumburgh,45,Stood Down,Support,"rgb(0,130,202)"
Sumb119161,59.36,1.57,Sumburgh,130,Complete,Rescue/ Recovery,"rgb(0,130,202)"
Sumb120161,60.15,-1.14,Sumburgh,85,Stood Down,Search (Only),"rgb(0,130,202)"
Sumb121161,60.42,-0.75,Sumburgh,95,Complete,Rescue/ Recovery,"rgb(0,130,202)"
Sumb122161,60.15,-1.16,Sumburgh,295,Complete,Pre-arranged Transfer,"rgb(0,130,202)"
Caer001171,53.07,-4.06,Caernarfon,130,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer002171,53.08,-4.09,Caernarfon,75,Complete,Support,"rgb(0,153,169)"
Caer003171,53.08,-4.09,Caernarfon,82,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer004171,52.48,-3.71,Caernarfon,95,Aborted-Technical,Support,"rgb(0,153,169)"
Caer005171,51.85,-3.36,Caernarfon,15,Stood Down,Rescue/ Recovery,"rgb(0,153,169)"
Caer006171,52.89,-4.46,Caernarfon,156,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer007171,53.3,-4.69,Caernarfon,113,Stood Down,Search (Only),"rgb(0,153,169)"
Caer008171,53.17,-3.32,Caernarfon,284,Stood Down,Search (Only),"rgb(0,153,169)"
Caer009171,52.07,-4.66,Caernarfon,180,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer010171,53.11,-4.0,Caernarfon,94,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer011171,52.94,-4.2,Caernarfon,52,Stood Down,Search (Only),"rgb(0,153,169)"
Caer012171,53.23,-4.53,Caernarfon,52,Stood Down,Search (Only),"rgb(0,153,169)"
Caer013171,53.38,-4.29,Caernarfon,58,Stood Down,Search (Only),"rgb(0,153,169)"
Caer014171,54.12,-6.45,Caernarfon,2,Stood Down,Rescue/ Recovery,"rgb(0,153,169)"
Caer015171,53.28,-4.68,Caernarfon,109,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer016171,54.4,-4.1,Caernarfon,106,Stood Down,Search (Only),"rgb(0,153,169)"
Caer017171,53.35,-2.28,Caernarfon,8,Stood Down,Support,"rgb(0,153,169)"
Caer018171,52.69,-2.09,Caernarfon,42,Stood Down,Support,"rgb(0,153,169)"
Caer019171,53.06,-4.1,Caernarfon,58,Complete,Support,"rgb(0,153,169)"
Caer020171,54.37,-3.12,Caernarfon,176,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer021171,54.37,-3.12,Caernarfon,103,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer022171,52.69,-3.9,Caernarfon,117,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer023171,53.35,-4.27,Caernarfon,287,Complete,Pre-arranged Transfer,"rgb(0,153,169)"
Caer024171,52.92,-3.98,Caernarfon,72,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer025171,53.48,-3.27,Caernarfon,206,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer026171,53.08,-4.05,Caernarfon,109,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer027171,54.11,-2.83,Caernarfon,215,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer028171,53.32,-3.77,Caernarfon,92,Stood Down,Search (Only),"rgb(0,153,169)"
Caer029171,54.47,-3.07,Caernarfon,33,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer030171,51.47,-10.15,Caernarfon,26,Stood Down,Rescue/ Recovery,"rgb(0,153,169)"
Caer031171,53.12,-4.02,Caernarfon,53,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer032171,52.53,-3.66,Caernarfon,74,Aborted Other,Rescue/ Recovery,"rgb(0,153,169)"
Caer033171,52.87,-2.89,Caernarfon,13,Complete,Support,"rgb(0,153,169)"
Caer034171,53.34,-2.74,Caernarfon,198,Complete (Nothing Found),Search (Only),"rgb(0,153,169)"
Caer035171,53.08,-4.06,Caernarfon,124,Stood Down,Rescue/ Recovery,"rgb(0,153,169)"
Caer036171,52.45,-4.09,Caernarfon,131,Complete (Nothing Found),Search (Only),"rgb(0,153,169)"
Caer037171,53.12,-3.99,Caernarfon,42,Stood Down,Support,"rgb(0,153,169)"
Caer038171,53.12,-3.99,Caernarfon,56,Stood Down,Support,"rgb(0,153,169)"
Caer039171,53.26,-5.05,Caernarfon,168,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer040171,53.07,-4.04,Caernarfon,77,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer41171,53.81,-3.84,Caernarfon,146,Complete (Nothing Found),Search (Only),"rgb(0,153,169)"
Caer42171,52.84,-3.99,Caernarfon,108,Stood Down,Search (Only),"rgb(0,153,169)"
Caer43171,52.84,-4.0,Caernarfon,111,Complete,Support,"rgb(0,153,169)"
Caer44171,52.84,-3.99,Caernarfon,86,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer45171,53.11,-4.04,Caernarfon,62,Stood Down,Rescue/ Recovery,"rgb(0,153,169)"
Caer46171,52.84,-4.0,Caernarfon,82,Complete,Support,"rgb(0,153,169)"
Humb001171,53.25,-1.8,Humberside,107,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb002171,53.73,0.04,Humberside,52,Stood Down,Search (Only),"rgb(98,167,15)"
Humb003171,55.07,-1.57,Humberside,480,Complete,Pre-arranged Transfer,"rgb(98,167,15)"
Humb004171,53.14,0.34,Humberside,116,Complete,Search (Only),"rgb(98,167,15)"
Humb005171,54.05,-1.25,Humberside,18,Stood Down,Support,"rgb(98,167,15)"
Humb006171,53.99,-0.2,Humberside,133,Complete (Nothing Found),Search (Only),"rgb(98,167,15)"
Humb007171,54.6,2.19,Humberside,146,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb008171,53.58,-0.06,Humberside,46,Stood Down,Search (Only),"rgb(98,167,15)"
Humb009171,53.39,2.0,Humberside,145,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb010171,53.58,-1.57,Humberside,137,Stood Down,Search (Only),"rgb(98,167,15)"
Humb011171,53.67,-0.21,Humberside,158,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb012171,53.54,0.0,Humberside,46,Stood Down,Search (Only),"rgb(98,167,15)"
Humb013171,54.92,-1.22,Humberside,248,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb014171,53.69,-0.83,Humberside,94,Complete (Nothing Found),Search (Only),"rgb(98,167,15)"
Humb015171,53.44,0.62,Humberside,117,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb016171,53.43,2.34,Humberside,239,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb017171,53.21,-0.32,Humberside,96,Complete (Nothing Found),Search (Only),"rgb(98,167,15)"
Humb018171,53.58,0.12,Humberside,100,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb019171,53.57,-0.04,Humberside,98,Complete (Nothing Found),Search (Only),"rgb(98,167,15)"
Humb020171,53.7,1.15,Humberside,106,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb021171,53.55,-0.74,Humberside,95,Complete (Nothing Found),Search (Only),"rgb(98,167,15)"
Humb022171,53.71,1.16,Humberside,155,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb023171,53.7,-0.45,Humberside,71,Stood Down,Support,"rgb(98,167,15)"
Humb024171,54.09,-0.06,Humberside,73,Stood Down,Search (Only),"rgb(98,167,15)"
Humb025171,54.03,1.74,Humberside,180,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb026171,54.4,-2.16,Humberside,181,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb027171,52.82,-0.12,Humberside,40,Stood Down,Rescue/ Recovery,"rgb(98,167,15)"
Humb028171,53.7,-0.87,Humberside,122,Stood Down,Search (Only),"rgb(98,167,15)"
Humb029171,54.18,0.17,Humberside,102,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb030171,54.68,-2.23,Humberside,52,Stood Down,Search (Only),"rgb(98,167,15)"
Humb031171,53.88,-0.12,Humberside,35,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb032171,53.35,-2.28,Humberside,11,Stood Down,Support,"rgb(98,167,15)"
Humb033171,51.88,0.24,Humberside,23,Stood Down,Support,"rgb(98,167,15)"
Humb034171,53.32,2.57,Humberside,254,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb035171,53.05,2.19,Humberside,169,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb036171,54.14,-2.11,Humberside,98,Stood Down,Search (Only),"rgb(98,167,15)"
Humb037171,52.98,0.76,Humberside,144,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb038171,53.71,-0.45,Humberside,87,Stood Down,Search (Only),"rgb(98,167,15)"
Humb039171,54.27,-0.39,Humberside,19,Stood Down,Rescue/ Recovery,"rgb(98,167,15)"
Humb040171,54.99,-1.4,Humberside,88,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb041171,53.7,1.15,Humberside,167,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb042171,53.38,-1.35,Humberside,62,Aborted-Weather,Search (Only),"rgb(98,167,15)"
Humb043171,53.42,-1.79,Humberside,102,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb044171,55.67,-1.8,Humberside,256,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb045171,50.83,-0.77,Humberside,10,Stood Down,Search (Only),"rgb(98,167,15)"
Humb046171,54.63,-1.14,Humberside,151,Stood Down,Search (Only),"rgb(98,167,15)"
Humb047171,54.42,-1.08,Humberside,122,Stood Down,Rescue/ Recovery,"rgb(98,167,15)"
Humb048171,54.77,-1.65,Humberside,65,Stood Down,Search (Only),"rgb(98,167,15)"
Humb049171,56.71,2.34,Humberside,321,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb050171,53.7,-0.45,Humberside,21,Stood Down,Search (Only),"rgb(98,167,15)"
Humb051171,53.74,-0.27,Humberside,130,Complete (Nothing Found),Search (Only),"rgb(98,167,15)"
Humb052171,53.74,-0.33,Humberside,32,Stood Down,Rescue/ Recovery,"rgb(98,167,15)"
Humb053171,54.6,2.17,Humberside,166,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb054171,53.73,1.12,Humberside,117,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb055171,53.81,-0.37,Humberside,5,Stood Down,Rescue/ Recovery,"rgb(98,167,15)"
Humb056171,53.58,-1.12,Humberside,119,Stood Down,Search (Only),"rgb(98,167,15)"
Humb057171,53.54,-0.03,Humberside,55,Stood Down,Search (Only),"rgb(98,167,15)"
Humb058171,53.41,0.19,Humberside,99,Complete (Nothing Found),Search (Only),"rgb(98,167,15)"
Humb059171,54.59,-1.01,Humberside,17,Stood Down,Rescue/ Recovery,"rgb(98,167,15)"
Humb060171,54.59,-0.92,Humberside,152,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb061171,55.68,-1.85,Humberside,8,Stood Down,Rescue/ Recovery,"rgb(98,167,15)"
Humb062171,52.91,1.38,Humberside,1,Stood Down,Rescue/ Recovery,"rgb(98,167,15)"
Humb063171,53.54,-0.75,Humberside,157,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Inve001171,57.19,-4.07,Inverness,150,Stood Down,Search (Only),"rgb(210,95,21)"
Inve002171,58.29,-4.44,Inverness,115,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve003171,57.12,-3.68,Inverness,245,Complete (Nothing Found),Search (Only),"rgb(210,95,21)"
Inve004171,57.12,-3.69,Inverness,198,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve005171,57.01,-3.77,Inverness,163,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve006171,56.8,-5.0,Inverness,90,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve007171,56.8,-4.96,Inverness,155,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve008171,58.43,-3.07,Inverness,165,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve009171,56.06,-6.24,Inverness,230,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve010171,57.18,1.88,Inverness,235,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve011171,57.33,-5.83,Inverness,125,Stood Down,Pre-arranged Transfer,"rgb(210,95,21)"
Inve012171,59.22,-2.26,Inverness,175,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve013171,55.82,-3.72,Inverness,80,Stood Down,Search (Only),"rgb(210,95,21)"
Inve014171,56.93,-3.17,Inverness,210,Stood Down,Search (Only),"rgb(210,95,21)"
Inve015171,57.25,-5.83,Inverness,150,Complete,Pre-arranged Transfer,"rgb(210,95,21)"
Inve016171,56.81,-5.0,Inverness,255,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve017171,57.33,-5.0,Inverness,165,Stood Down,Rescue/ Recovery,"rgb(210,95,21)"
Inve018171,57.07,-3.71,Inverness,90,Complete,Rescue/ Recovery,"rgb(210,95,21)"
