uid,lat,long,base,duration,outcome,category,color
Lee74161,50.8,-0.44,Lee On Solent,50,Stood Down,Search (Only),"rgb(0,149,59)"
Lee75161,50.75,-0.25,Lee On Solent,126,Complete (Nothing Found),Search (Only),"rgb(0,149,59)"
Lee76161,50.71,-1.3,Lee On Solent,56,Complete,Pre-arranged Transfer,"rgb(0,149,59)"
Lee77161,50.81,-0.38,Lee On Solent,34,Stood Down,Rescue/ Recovery,"rgb(0,149,59)"
Lee78161,50.58,-1.28,Lee On Solent,57,Complete,Rescue/ Recovery,"rgb(0,149,59)"
Lee79161,49.21,-2.2,Lee On Solent,184,Complete,Pre-arranged Transfer,"rgb(0,149,59)"
Lee80161,50.7,-1.28,Lee On Solent,56,Complete,Pre-arranged Transfer,"rgb(0,149,59)"
Lydd37161,50.9,-0.1,Lydd,14,Stood Down,Rescue/ Recovery,"rgb(201,146,18)"
Lydd38161,51.47,0.29,Lydd,75,Stood Down,Support,"rgb(201,146,18)"
Lydd39161,50.74,1.19,Lydd,120,Complete,Rescue/ Recovery,"rgb(201,146,18)"
Lydd40161,51.4,0.53,Lydd,281,Complete (Nothing Found),Search (Only),"rgb(201,146,18)"
Lydd41161,50.73,0.24,Lydd,65,Stood Down,Search (Only),"rgb(201,146,18)"
Lydd42161,50.74,0.24,Lydd,107,Complete,Rescue/ Recovery,"rgb(201,146,18)"
Lydd43161,51.39,1.39,Lydd,16,Stood Down,Rescue/ Recovery,"rgb(201,146,18)"
Lydd44161,51.52,0.72,Lydd,162,Complete (Nothing Found),Search (Only),"rgb(201,146,18)"
Lydd45161,51.81,1.05,Lydd,122,Complete,Rescue/ Recovery,"rgb(201,146,18)"
Lydd46161,51.22,1.4,Lydd,161,Complete,Rescue/ Recovery,"rgb(201,146,18)"
Lydd47161,51.13,1.36,Lydd,117,Complete (Nothing Found),Search (Only),"rgb(201,146,18)"
Lydd48161,51.33,1.42,Lydd,94,Stood Down,Search (Only),"rgb(201,146,18)"
Lydd49161,52.34,1.37,Lydd,217,Complete,Rescue/ Recovery,"rgb(201,146,18)"
Lydd50161,51.71,1.05,Lydd,128,Complete (Nothing Found),Search (Only),"rgb(201,146,18)"
Lydd51161,51.67,0.95,Lydd,84,Complete,Rescue/ Recovery,"rgb(201,146,18)"
Lydd52161,51.37,-1.1,Lydd,96,Complete (Nothing Found),Search (Only),"rgb(201,146,18)"
Lydd53161,51.67,-1.2,Lydd,80,Complete,Rescue/ Recovery,"rgb(201,146,18)"
Lydd54161,52.92,0.49,Lydd,25,Stood Down,Rescue/ Recovery,"rgb(201,146,18)"
Lydd55161,51.37,0.45,Lydd,265,Complete (Nothing Found),Search (Only),"rgb(201,146,18)"
Lydd56161,51.51,0.07,Lydd,16,Complete,Support,"rgb(201,146,18)"
Lydd57161,51.79,1.15,Lydd,16,Stood Down,Rescue/ Recovery,"rgb(201,146,18)"
Lydd58161,51.1,1.24,Lydd,97,Complete (Nothing Found),Search (Only),"rgb(201,146,18)"
Lydd59161,51.38,0.67,Lydd,50,Stood Down,Rescue/ Recovery,"rgb(201,146,18)"
Lydd60161,51.43,1.45,Lydd,167,Complete,Rescue/ Recovery,"rgb(201,146,18)"
Lydd61161,50.8,-0.67,Lydd,57,Stood Down,Rescue/ Recovery,"rgb(201,146,18)"
Lydd62161,51.38,0.47,Lydd,116,Stood Down,Rescue/ Recovery,"rgb(201,146,18)"
Lydd63161,51.26,0.3,Lydd,213,Complete,Rescue/ Recovery,"rgb(201,146,18)"
Lydd64161,51.39,0.74,Lydd,51,Stood Down,Search (Only),"rgb(201,146,18)"
Lydd65161,51.48,-0.46,Lydd,9,Stood Down,Support,"rgb(201,146,18)"
Lydd66161,52.85,2.37,Lydd,279,Complete,Rescue/ Recovery,"rgb(201,146,18)"
Lydd67161,50.96,1.12,Lydd,133,Complete,Support,"rgb(201,146,18)"
Lydd68161,51.0,1.12,Lydd,120,Complete (Nothing Found),Search (Only),"rgb(201,146,18)"
Lydd69161,50.75,0.27,Lydd,47,False Alarm,Search (Only),"rgb(201,146,18)"
Lydd70161,50.8,-0.5,Lydd,75,Stood Down,Search (Only),"rgb(201,146,18)"
Lydd71161,51.35,1.44,Lydd,86,Complete (Nothing Found),Search (Only),"rgb(201,146,18)"
Lydd72161,51.37,1.37,Lydd,128,Complete (Nothing Found),Search (Only),"rgb(201,146,18)"
Lydd73161,50.92,0.7,Lydd,120,Complete,Rescue/ Recovery,"rgb(201,146,18)"
Lydd74161,50.76,0.1,Lydd,41,Stood Down,Rescue/ Recovery,"rgb(201,146,18)"
Lydd75161,50.86,0.6,Lydd,54,Complete (Nothing Found),Search (Only),"rgb(201,146,18)"
Lydd76161,52.25,2.11,Lydd,309,Complete,Rescue/ Recovery,"rgb(201,146,18)"
Lydd77161,52.33,1.36,Lydd,87,Complete,Rescue/ Recovery,"rgb(201,146,18)"
Lydd78161,50.78,0.33,Lydd,35,Complete,Support,"rgb(201,146,18)"
Lydd79161,51.79,1.02,Lydd,247,Complete,Support,"rgb(201,146,18)"
Lydd80161,50.32,-0.01,Lydd,405,Stood Down,Search (Only),"rgb(201,146,18)"
Lydd81161,51.03,1.0,Lydd,46,Complete (Nothing Found),Search (Only),"rgb(201,146,18)"
Lydd82161,50.7,0.95,Lydd,112,Complete,Support,"rgb(201,146,18)"
Lydd83161,52.19,2.65,Lydd,170,Complete,Rescue/ Recovery,"rgb(201,146,18)"
Lydd84161,52.9,2.6,Lydd,243,Complete,Rescue/ Recovery,"rgb(201,146,18)"
Lydd85161,51.53,0.75,Lydd,44,Stood Down,Search (Only),"rgb(201,146,18)"
Lydd86161,50.88,0.67,Lydd,35,False Alarm,Search (Only),"rgb(201,146,18)"
Lydd87161,50.76,-0.18,Lydd,112,Complete,Rescue/ Recovery,"rgb(201,146,18)"
Lydd88161,50.74,0.25,Lydd,70,Complete,Rescue/ Recovery,"rgb(201,146,18)"
Lydd89161,51.09,1.35,Lydd,78,Stood Down,Rescue/ Recovery,"rgb(201,146,18)"
Lydd90161,50.85,0.58,Lydd,18,Stood Down,Rescue/ Recovery,"rgb(201,146,18)"
Lydd91161,50.79,0.33,Lydd,164,Complete,Rescue/ Recovery,"rgb(201,146,18)"
Lydd92161,51.52,0.72,Lydd,14,Stood Down,Rescue/ Recovery,"rgb(201,146,18)"
Lydd93161,50.78,0.34,Lydd,105,Stood Down,Search (Only),"rgb(201,146,18)"
Lydd94161,51.37,0.22,Lydd,13,Stood Down,Support,"rgb(201,146,18)"
Lydd95161,50.81,1.26,Lydd,25,Re-tasked,Support,"rgb(201,146,18)"
Lydd96161,51.78,1.15,Lydd,5,Stood Down,Rescue/ Recovery,"rgb(201,146,18)"
Lydd97161,50.81,1.26,Lydd,70,Complete,Support,"rgb(201,146,18)"
Lydd98161,51.35,0.74,Lydd,224,Complete (Nothing Found),Search (Only),"rgb(201,146,18)"
Lydd99161,51.44,0.77,Lydd,5,Stood Down,Rescue/ Recovery,"rgb(201,146,18)"
Lydd100161,50.74,0.25,Lydd,93,Complete,Rescue/ Recovery,"rgb(201,146,18)"
Newq58161,50.35,-5.16,Newquay,50,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq59161,50.59,-4.49,Newquay,125,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq60161,49.91,-6.29,Newquay,138,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq61161,50.64,-5.73,Newquay,132,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq62161,50.2,-4.96,Newquay,70,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq63161,49.96,-6.28,Newquay,98,Complete,Pre-arranged Transfer,"rgb(102,194,203)"
Newq64161,50.29,-5.25,Newquay,102,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq65161,49.96,-6.36,Newquay,96,Complete,Pre-arranged Transfer,"rgb(102,194,203)"
Newq66161,50.04,-5.64,Newquay,130,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq67161,49.91,-6.29,Newquay,137,Complete,Pre-arranged Transfer,"rgb(102,194,203)"
Newq68161,51.53,-6.03,Newquay,140,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq69161,50.65,-4.57,Newquay,117,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq70161,49.91,-6.29,Newquay,125,Complete,Pre-arranged Transfer,"rgb(102,194,203)"
Newq71161,49.89,-6.34,Newquay,122,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq72161,49.91,-6.29,Newquay,130,Complete,Pre-arranged Transfer,"rgb(102,194,203)"
Newq73161,49.94,-6.33,Newquay,120,Complete,Pre-arranged Transfer,"rgb(102,194,203)"
Newq74161,50.83,-4.54,Newquay,13,Stood Down,Rescue/ Recovery,"rgb(102,194,203)"
Newq75161,50.41,-4.19,Newquay,82,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq76161,50.22,-5.29,Newquay,78,Complete (Nothing Found),Search (Only),"rgb(102,194,203)"
Newq77161,49.91,-6.29,Newquay,155,Complete,Pre-arranged Transfer,"rgb(102,194,203)"
Newq78161,50.24,-5.36,Newquay,45,Stood Down,Search (Only),"rgb(102,194,203)"
Newq79161,49.92,-6.31,Newquay,9,Stood Down,Rescue/ Recovery,"rgb(102,194,203)"
Newq80161,49.91,-6.29,Newquay,125,Stood Down,Pre-arranged Transfer,"rgb(102,194,203)"
Newq81161,49.9,-6.28,Newquay,128,Complete,Pre-arranged Transfer,"rgb(102,194,203)"
Newq82161,50.42,-4.11,Newquay,98,Complete,Pre-arranged Transfer,"rgb(102,194,203)"
Newq83161,49.91,-6.29,Newquay,150,Complete,Pre-arranged Transfer,"rgb(102,194,203)"
Newq84161,51.6,-4.95,Newquay,205,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq85161,50.66,-4.76,Newquay,65,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq86161,50.09,-5.54,Newquay,28,Stood Down,Rescue/ Recovery,"rgb(102,194,203)"
Newq87161,49.96,-6.29,Newquay,115,Complete,Pre-arranged Transfer,"rgb(102,194,203)"
Newq88161,49.91,-6.29,Newquay,130,Complete,Pre-arranged Transfer,"rgb(102,194,203)"
Newq89161,49.84,-5.6,Newquay,110,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq90161,51.0,-4.53,Newquay,239,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq91161,50.26,-5.3,Newquay,56,Complete,Support,"rgb(102,194,203)"
Newq92161,49.87,-6.4,Newquay,110,Complete,Support,"rgb(102,194,203)"
Newq93161,50.03,-5.9,Newquay,113,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq94161,49.91,-6.29,Newquay,124,Complete,Pre-arranged Transfer,"rgb(102,194,203)"
Newq95161,49.91,-6.29,Newquay,40,Re-tasked,Pre-arranged Transfer,"rgb(102,194,203)"
Newq96161,49.91,-6.29,Newquay,100,Complete,Pre-arranged Transfer,"rgb(102,194,203)"
Newq97161,49.91,-6.29,Newquay,125,Complete,Pre-arranged Transfer,"rgb(102,194,203)"
Newq98161,49.91,-6.29,Newquay,112,Complete,Pre-arranged Transfer,"rgb(102,194,203)"
Newq99161,49.91,-6.29,Newquay,110,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq100161,49.91,-6.29,Newquay,141,Complete,Pre-arranged Transfer,"rgb(102,194,203)"
Newq101161,50.91,-4.57,Newquay,88,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq102161,49.91,-6.29,Newquay,46,Stood Down,Rescue/ Recovery,"rgb(102,194,203)"
Newq103161,50.42,-5.01,Newquay,179,Complete,Pre-arranged Transfer,"rgb(102,194,203)"
Newq104161,50.13,-4.44,Newquay,89,Complete,Support,"rgb(102,194,203)"
Newq105161,49.91,-6.29,Newquay,211,Complete,Pre-arranged Transfer,"rgb(102,194,203)"
Newq106161,50.99,-4.53,Newquay,79,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq107161,49.96,-6.29,Newquay,122,Complete,Pre-arranged Transfer,"rgb(102,194,203)"
Newq108161,50.34,-4.86,Newquay,14,Stood Down,Rescue/ Recovery,"rgb(102,194,203)"
Newq109161,50.64,-4.78,Newquay,125,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq110161,49.91,-6.29,Newquay,116,Complete,Pre-arranged Transfer,"rgb(102,194,203)"
Newq111161,49.96,-6.31,Newquay,165,Complete,Support,"rgb(102,194,203)"
Newq112161,50.04,-5.64,Newquay,120,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq113161,49.18,-10.44,Newquay,335,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq114161,50.6,-4.83,Newquay,22,Stood Down,Rescue/ Recovery,"rgb(102,194,203)"
Newq115161,50.67,-4.76,Newquay,1,Stood Down,Search (Only),"rgb(102,194,203)"
Newq116161,49.91,-6.29,Newquay,128,Complete,Pre-arranged Transfer,"rgb(102,194,203)"
Newq117161,49.58,-4.8,Newquay,127,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq118161,50.13,-5.5,Newquay,85,Stood Down,Search (Only),"rgb(102,194,203)"
Newq119161,49.96,-6.28,Newquay,118,Complete,Pre-arranged Transfer,"rgb(102,194,203)"
Newq120161,50.58,-4.43,Newquay,3,Stood Down,Rescue/ Recovery,"rgb(102,194,203)"
Newq121161,50.5,-4.82,Newquay,67,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq122161,49.24,-6.76,Newquay,180,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq123161,50.23,-5.51,Newquay,119,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq124161,49.91,-6.29,Newquay,17,Aborted-Technical,Pre-arranged Transfer,"rgb(102,194,203)"
Newq125161,49.91,-6.29,Newquay,112,Complete,Pre-arranged Transfer,"rgb(102,194,203)"
Newq126161,49.91,-6.29,Newquay,110,Complete,Pre-arranged Transfer,"rgb(102,194,203)"
Newq127161,50.83,-4.55,Newquay,1,Stood Down,Search (Only),"rgb(102,194,203)"
Newq128161,50.29,-5.24,Newquay,3,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq129161,50.67,-5.48,Newquay,97,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq130161,51.22,-4.35,Newquay,125,Complete,Support,"rgb(102,194,203)"
Newq131161,51.51,-6.84,Newquay,162,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq132161,50.09,-5.37,Newquay,85,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq133161,50.46,-3.93,Newquay,147,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq134161,50.76,-4.55,Newquay,29,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq135161,49.96,-6.35,Newquay,120,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq136161,50.44,-6.52,Newquay,70,Complete,Support,"rgb(102,194,203)"
Newq137161,50.91,-4.33,Newquay,1,Stood Down,Rescue/ Recovery,"rgb(102,194,203)"
Newq138161,50.8,-4.57,Newquay,1,Aborted-Weather,Pre-arranged Transfer,"rgb(102,194,203)"
Newq139161,49.69,-3.64,Newquay,135,Complete,Support,"rgb(102,194,203)"
Newq140161,50.54,-4.07,Newquay,43,Stood Down,Rescue/ Recovery,"rgb(102,194,203)"
Newq141161,50.67,-4.73,Newquay,117,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq142161,50.13,-5.67,Newquay,114,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq143161,49.91,-6.29,Newquay,110,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq144161,50.36,-4.72,Newquay,30,Stood Down,Rescue/ Recovery,"rgb(102,194,203)"
Newq145161,49.91,-6.29,Newquay,134,Complete,Pre-arranged Transfer,"rgb(102,194,203)"
Newq146161,50.22,-5.48,Newquay,30,Stood Down,Rescue/ Recovery,"rgb(102,194,203)"
Port20161,50.63,-2.9,Portland,104,Complete,Rescue/ Recovery,"rgb(84,86,91)"
Port21161,50.52,-3.52,Portland,64,Stood Down,Search (Only),"rgb(84,86,91)"
Port22161,50.57,-2.57,Portland,76,Complete,Rescue/ Recovery,"rgb(84,86,91)"
Port23161,50.57,-2.45,Portland,64,Complete,Rescue/ Recovery,"rgb(84,86,91)"
Port24161,50.54,-2.27,Portland,36,Complete,Rescue/ Recovery,"rgb(84,86,91)"
Port25161,50.55,-2.42,Portland,81,Complete,Rescue/ Recovery,"rgb(84,86,91)"
Port26161,50.44,-3.33,Portland,110,Complete,Rescue/ Recovery,"rgb(84,86,91)"
Port27161,50.43,-2.23,Portland,49,Complete,Rescue/ Recovery,"rgb(84,86,91)"
Port28161,50.6,-2.46,Portland,57,Stood Down,Rescue/ Recovery,"rgb(84,86,91)"
Port29161,49.94,-6.33,Portland,206,Complete,Rescue/ Recovery,"rgb(84,86,91)"
Port30161,50.7,-3.84,Portland,51,Stood Down,Rescue/ Recovery,"rgb(84,86,91)"
Port31161,50.7,-1.98,Portland,61,Complete,Rescue/ Recovery,"rgb(84,86,91)"
Port32161,50.58,-1.94,Portland,65,Complete,Rescue/ Recovery,"rgb(84,86,91)"
Port33161,50.87,-1.35,Portland,67,Complete (Nothing Found),Search (Only),"rgb(84,86,91)"
Port34161,50.75,-2.08,Portland,87,Stood Down,Search (Only),"rgb(84,86,91)"
Port35161,50.48,-3.52,Portland,85,Complete (Nothing Found),Search (Only),"rgb(84,86,91)"
Port36161,50.49,-3.52,Portland,96,Complete,Rescue/ Recovery,"rgb(84,86,91)"
Port37161,50.62,-2.27,Portland,116,Complete,Rescue/ Recovery,"rgb(84,86,91)"
Port38161,50.62,-2.21,Portland,45,Complete,Rescue/ Recovery,"rgb(84,86,91)"
Port39161,50.48,-3.51,Portland,107,Complete,Rescue/ Recovery,"rgb(84,86,91)"
Port40161,50.68,-1.94,Portland,43,Stood Down,Search (Only),"rgb(84,86,91)"
Port41161,50.63,-2.33,Portland,78,Complete,Rescue/ Recovery,"rgb(84,86,91)"
Port42161,50.63,-1.93,Portland,13,Stood Down,Rescue/ Recovery,"rgb(84,86,91)"
Port43161,50.53,-2.45,Portland,132,Complete,Rescue/ Recovery,"rgb(84,86,91)"
Port44161,50.32,-3.6,Portland,254,Complete (Nothing Found),Search (Only),"rgb(84,86,91)"
Port45161,50.58,-2.0,Portland,195,Complete (Nothing Found),Search (Only),"rgb(84,86,91)"
Port46161,50.22,-3.65,Portland,189,Complete,Rescue/ Recovery,"rgb(84,86,91)"
Port47161,49.49,-2.58,Portland,239,Complete,Rescue/ Recovery,"rgb(84,86,91)"
Port48161,50.51,-2.45,Portland,85,Complete (Nothing Found),Search (Only),"rgb(84,86,91)"
Port49161,50.51,-2.4,Portland,58,Complete,Rescue/ Recovery,"rgb(84,86,91)"
Port50161,50.58,-2.01,Portland,26,Re-tasked,Rescue/ Recovery,"rgb(84,86,91)"
Port51161,50.6,-1.95,Portland,77,Complete,Support,"rgb(84,86,91)"
Port52161,50.62,-2.42,Portland,83,Complete,Rescue/ Recovery,"rgb(84,86,91)"
Pres94161,54.45,-3.22,Prestwick,161,Complete (Nothing Found),Search (Only),"rgb(130,130,130)"
Pres95161,56.54,-3.31,Prestwick,169,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres96161,56.08,-6.24,Prestwick,221,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres97161,56.07,-2.53,Prestwick,219,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres98161,54.2,-5.92,Prestwick,126,Aborted-Weather,Rescue/ Recovery,"rgb(130,130,130)"
Pres99161,54.62,-3.57,Prestwick,182,Complete (Nothing Found),Search (Only),"rgb(130,130,130)"
Pres100161,56.42,-5.11,Prestwick,44,Re-tasked,Search (Only),"rgb(130,130,130)"
Pres101161,57.24,-5.91,Prestwick,40,Stood Down,Pre-arranged Transfer,"rgb(130,130,130)"
Pres102161,56.42,-5.12,Prestwick,426,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres103161,55.49,-5.09,Prestwick,97,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres104161,55.83,-5.06,Prestwick,125,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres105161,55.86,-5.4,Prestwick,93,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres106161,54.89,-5.02,Prestwick,233,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres107161,55.98,-3.29,Prestwick,28,Stood Down,Rescue/ Recovery,"rgb(130,130,130)"
Pres108161,54.56,-3.19,Prestwick,110,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres109161,56.82,-7.61,Prestwick,329,Complete (Nothing Found),Search (Only),"rgb(130,130,130)"
Pres110161,55.59,-4.67,Prestwick,68,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres111161,55.97,-3.25,Prestwick,27,Stood Down,Rescue/ Recovery,"rgb(130,130,130)"
Pres112161,54.32,-1.32,Prestwick,73,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres113161,54.54,-3.17,Prestwick,95,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres114161,54.25,-2.38,Prestwick,180,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres115161,55.64,-5.22,Prestwick,184,Complete,Search (Only),"rgb(130,130,130)"
Pres116161,55.52,-5.31,Prestwick,89,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres117161,54.45,-3.17,Prestwick,143,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres118161,56.16,-3.8,Prestwick,243,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres119161,56.84,-5.07,Prestwick,330,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres120161,55.62,-5.23,Prestwick,175,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres121161,56.55,-5.91,Prestwick,128,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres122161,54.46,-3.21,Prestwick,275,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres123161,56.3,-4.71,Prestwick,119,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres124161,55.08,-4.5,Prestwick,68,Stood Down,Search (Only),"rgb(130,130,130)"
Pres125161,55.83,-5.58,Prestwick,147,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres126161,55.83,-5.06,Prestwick,125,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres127161,56.47,-5.47,Prestwick,137,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres128161,55.13,-4.45,Prestwick,145,Aborted-Technical,Rescue/ Recovery,"rgb(130,130,130)"
Pres129161,55.1,-4.47,Prestwick,108,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres130161,56.18,-5.54,Prestwick,146,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres131161,55.68,-1.87,Prestwick,37,Stood Down,Rescue/ Recovery,"rgb(130,130,130)"
Pres132161,55.51,-4.58,Prestwick,177,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres133161,55.85,-4.29,Prestwick,52,Stood Down,Search (Only),"rgb(130,130,130)"
Pres134161,54.47,-3.22,Prestwick,270,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres135161,55.43,-4.64,Prestwick,73,Stood Down,Search (Only),"rgb(130,130,130)"
Pres136161,54.47,-2.92,Prestwick,145,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres137161,55.28,-4.23,Prestwick,190,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres138161,56.64,-5.09,Prestwick,303,Stood Down,Search (Only),"rgb(130,130,130)"
Pres139161,55.33,-2.67,Prestwick,193,Complete (Nothing Found),Search (Only),"rgb(130,130,130)"
Pres140161,54.45,-3.23,Prestwick,155,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres141161,55.96,-4.0,Prestwick,6,Stood Down,Rescue/ Recovery,"rgb(130,130,130)"
Pres142161,56.33,-4.62,Prestwick,144,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres143161,56.26,-4.32,Prestwick,338,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres144161,56.95,-7.5,Prestwick,275,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres145161,56.42,-6.02,Prestwick,336,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres146161,54.58,-3.17,Prestwick,95,Complete (Nothing Found),Search (Only),"rgb(130,130,130)"
Pres147161,55.93,-4.73,Prestwick,59,Hoax,Search (Only),"rgb(130,130,130)"
Pres148161,55.65,-1.94,Prestwick,128,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres149161,56.25,-4.31,Prestwick,111,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres150161,54.52,-3.64,Prestwick,97,Stood Down,Rescue/ Recovery,"rgb(130,130,130)"
Pres151161,56.01,-4.87,Prestwick,4,Stood Down,Search (Only),"rgb(130,130,130)"
Pres152161,57.64,-3.33,Prestwick,412,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres153161,55.83,-5.06,Prestwick,149,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres154161,55.85,-4.25,Prestwick,4,Stood Down,Rescue/ Recovery,"rgb(130,130,130)"
Pres155161,55.62,1.74,Prestwick,105,Stood Down,Rescue/ Recovery,"rgb(130,130,130)"
Pres156161,55.94,-3.32,Prestwick,1,Stood Down,Rescue/ Recovery,"rgb(130,130,130)"
Pres157161,56.65,-5.04,Prestwick,187,Stood Down,Rescue/ Recovery,"rgb(130,130,130)"
Pres158161,56.22,-4.8,Prestwick,270,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres159161,54.52,-3.27,Prestwick,157,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres160161,56.06,-6.19,Prestwick,101,Complete,Support,"rgb(130,130,130)"
Pres161161,54.18,-5.94,Prestwick,220,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres162161,55.46,-4.64,Prestwick,16,Stood Down,Search (Only),"rgb(130,130,130)"
Pres163161,56.6,-3.1,Prestwick,122,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres164161,55.93,-4.67,Prestwick,13,Stood Down,Rescue/ Recovery,"rgb(130,130,130)"
Pres165161,56.39,-4.81,Prestwick,95,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres166161,54.43,-3.25,Prestwick,152,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres167161,56.0,-5.0,Prestwick,110,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres169161,55.17,-6.08,Prestwick,282,Complete (Nothing Found),Search (Only),"rgb(130,130,130)"
Pres168161,55.64,-3.14,Prestwick,79,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres170161,55.64,-1.61,Prestwick,310,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres171161,56.0,-3.33,Prestwick,137,Stood Down,Search (Only),"rgb(130,130,130)"
Pres172161,55.88,-2.1,Prestwick,156,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres173161,56.52,-5.91,Prestwick,83,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres174161,56.68,-5.0,Prestwick,209,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres175161,55.16,-2.25,Prestwick,156,Complete,Support,"rgb(130,130,130)"
Pres176161,54.84,-4.79,Prestwick,78,Stood Down,Rescue/ Recovery,"rgb(130,130,130)"
Pres177161,54.53,-3.28,Prestwick,142,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres178161,55.46,-4.63,Prestwick,6,Stood Down,Rescue/ Recovery,"rgb(130,130,130)"
Pres179161,55.36,-5.8,Prestwick,7,Stood Down,Search (Only),"rgb(130,130,130)"
